Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,79.629997,81.680000,79.629997,81.510002,81.510002,120372
2010-01-05,81.629997,82.000000,80.949997,81.769997,81.769997,263542
2010-01-06,81.430000,83.519997,80.849998,83.180000,83.180000,258887
2010-01-07,83.199997,83.360001,82.260002,82.660004,82.660004,370059
2010-01-08,82.650002,83.470001,81.800003,82.750000,82.750000,246632
2010-01-10,null,null,null,null,null,null
2010-01-11,82.879997,83.949997,81.959999,82.519997,82.519997,310377
2010-01-12,82.070000,82.339996,79.910004,80.790001,80.790001,296304
2010-01-13,80.059998,80.669998,78.370003,79.650002,79.650002,333866
2010-01-14,79.629997,80.360001,78.919998,79.389999,79.389999,401627
2010-01-15,79.199997,79.309998,77.699997,78.000000,78.000000,275404
2010-01-17,null,null,null,null,null,null
2010-01-19,77.849998,79.150002,76.760002,79.019997,79.019997,200555
2010-01-20,78.879997,79.029999,76.959999,77.620003,77.620003,186882
2010-01-21,77.559998,78.360001,75.660004,76.080002,76.080002,303758
2010-01-22,75.839996,76.500000,74.010002,74.540001,74.540001,327417
2010-01-24,null,null,null,null,null,null
2010-01-25,74.239998,75.419998,74.059998,75.260002,75.260002,348819
2010-01-26,75.279999,75.389999,73.820000,74.709999,74.709999,280559
2010-01-27,74.690002,75.089996,72.650002,73.669998,73.669998,256207
2010-01-28,73.750000,74.489998,72.930000,73.639999,73.639999,356179
2010-01-29,73.889999,74.820000,72.430000,72.889999,72.889999,292911
2010-01-31,null,null,null,null,null,null
2010-02-01,72.839996,74.989998,72.489998,74.430000,74.430000,335270
2010-02-02,74.940002,77.410004,74.400002,77.230003,77.230003,277411
2010-02-03,76.989998,78.040001,76.519997,76.980003,76.980003,366269
2010-02-04,77.089996,77.169998,72.419998,73.139999,73.139999,391294
2010-02-05,73.040001,73.940002,69.500000,71.190002,71.190002,523892
2010-02-07,null,null,null,null,null,null
2010-02-08,72.180000,72.389999,70.769997,71.889999,71.889999,596142
2010-02-09,71.680000,74.150002,71.320000,73.750000,73.750000,345638
2010-02-10,73.790001,74.970001,72.599998,74.519997,74.519997,429845
2010-02-11,74.650002,75.690002,73.379997,75.279999,75.279999,422057
2010-02-12,75.300003,75.349998,72.660004,74.129997,74.129997,464441
2010-02-14,null,null,null,null,null,null
2010-02-16,74.019997,77.419998,73.709999,77.010002,77.010002,335805
2010-02-17,77.320000,77.820000,76.529999,77.330002,77.330002,365032
2010-02-18,77.290001,79.290001,76.320000,79.059998,79.059998,283816
2010-02-19,78.370003,80.099998,77.760002,79.809998,79.809998,274169
2010-02-21,null,null,null,null,null,null
2010-02-22,80.099998,80.510002,79.449997,80.160004,80.160004,183234
2010-02-23,80.029999,80.389999,78.220001,78.860001,78.860001,238956
2010-02-24,79.129997,80.449997,78.250000,80.000000,80.000000,316878
2010-02-25,80.309998,80.320000,77.050003,78.169998,78.169998,289321
2010-02-26,78.330002,80.050003,77.820000,79.660004,79.660004,346025
2010-02-28,null,null,null,null,null,null
2010-03-01,79.839996,80.620003,78.059998,78.699997,78.699997,319038
2010-03-02,78.879997,80.949997,78.260002,79.680000,79.680000,298718
